id,Country,Continent,fhs,gov,Capital,pnr,Topography,Climate,le,imr,pcod,GDPPC,cer,bmi,gdpg,ii,cpi,hioef,lr,Religions,Languages,Population,
id_name_0,Country_name_0,Continent_name_0,fhs_name_0,gov_name_0,Capital_name_0,pnr_name_0,Topography_name_0,Climate_name_0,le_name_0,imr_name_0,pcod_name_0,GDPPC_name_0,cer_name_0,bmi_name_0,gdpg_name_0,ii_name_0,cpi_name_0,hioef_name_0,lr_name_0,Religions_name_0,Languages_name_0,Population_name_0
id_name_77,Country_name_77,Continent_name_77,fhs_name_77,gov_name_77,Capital_name_77,pnr_name_77,Topography_name_77,Climate_name_77,le_name_77,imr_name_77,pcod_name_77,GDPPC_name_77,cer_name_77,bmi_name_77,gdpg_name_77,ii_name_77,cpi_name_77,hioef_name_77,lr_name_77,Religions_name_77,Languages_name_77,Population_name_77
id_name_78,Country_name_78,Continent_name_78,fhs_name_78,gov_name_78,Capital_name_78,pnr_name_78,Topography_name_78,Climate_name_78,le_name_78,imr_name_78,pcod_name_78,GDPPC_name_78,cer_name_78,bmi_name_78,gdpg_name_78,ii_name_78,cpi_name_78,hioef_name_78,lr_name_78,Religions_name_78,Languages_name_78,Population_name_78
id_name_79,Country_name_79,Continent_name_79,fhs_name_79,gov_name_79,Capital_name_79,pnr_name_79,Topography_name_79,Climate_name_79,le_name_79,imr_name_79,pcod_name_79,GDPPC_name_79,cer_name_79,bmi_name_79,gdpg_name_79,ii_name_79,cpi_name_79,hioef_name_79,lr_name_79,Religions_name_79,Languages_name_79,Population_name_79
id_name_80,Country_name_80,Continent_name_80,fhs_name_80,gov_name_80,Capital_name_80,pnr_name_80,Topography_name_80,Climate_name_80,le_name_80,imr_name_80,pcod_name_80,GDPPC_name_80,cer_name_80,bmi_name_80,gdpg_name_80,ii_name_80,cpi_name_80,hioef_name_80,lr_name_80,Religions_name_80,Languages_name_80,Population_name_80
id_name_81,Country_name_81,Continent_name_81,fhs_name_81,gov_name_81,Capital_name_81,pnr_name_81,Topography_name_81,Climate_name_81,le_name_81,imr_name_81,pcod_name_81,GDPPC_name_81,cer_name_81,bmi_name_81,gdpg_name_81,ii_name_81,cpi_name_81,hioef_name_81,lr_name_81,Religions_name_81,Languages_name_81,Population_name_81
id_name_82,Country_name_82,Continent_name_82,fhs_name_82,gov_name_82,Capital_name_82,pnr_name_82,Topography_name_82,Climate_name_82,le_name_82,imr_name_82,pcod_name_82,GDPPC_name_82,cer_name_82,bmi_name_82,gdpg_name_82,ii_name_82,cpi_name_82,hioef_name_82,lr_name_82,Religions_name_82,Languages_name_82,Population_name_82
id_name_83,Country_name_83,Continent_name_83,fhs_name_83,gov_name_83,Capital_name_83,pnr_name_83,Topography_name_83,Climate_name_83,le_name_83,imr_name_83,pcod_name_83,GDPPC_name_83,cer_name_83,bmi_name_83,gdpg_name_83,ii_name_83,cpi_name_83,hioef_name_83,lr_name_83,Religions_name_83,Languages_name_83,Population_name_83
id_name_84,Country_name_84,Continent_name_84,fhs_name_84,gov_name_84,Capital_name_84,pnr_name_84,Topography_name_84,Climate_name_84,le_name_84,imr_name_84,pcod_name_84,GDPPC_name_84,cer_name_84,bmi_name_84,gdpg_name_84,ii_name_84,cpi_name_84,hioef_name_84,lr_name_84,Religions_name_84,Languages_name_84,Population_name_84
id_name_85,Country_name_85,Continent_name_85,fhs_name_85,gov_name_85,Capital_name_85,pnr_name_85,Topography_name_85,Climate_name_85,le_name_85,imr_name_85,pcod_name_85,GDPPC_name_85,cer_name_85,bmi_name_85,gdpg_name_85,ii_name_85,cpi_name_85,hioef_name_85,lr_name_85,Religions_name_85,Languages_name_85,Population_name_85
id_name_86,Country_name_86,Continent_name_86,fhs_name_86,gov_name_86,Capital_name_86,pnr_name_86,Topography_name_86,Climate_name_86,le_name_86,imr_name_86,pcod_name_86,GDPPC_name_86,cer_name_86,bmi_name_86,gdpg_name_86,ii_name_86,cpi_name_86,hioef_name_86,lr_name_86,Religions_name_86,Languages_name_86,Population_name_86
id_name_87,Country_name_87,Continent_name_87,fhs_name_87,gov_name_87,Capital_name_87,pnr_name_87,Topography_name_87,Climate_name_87,le_name_87,imr_name_87,pcod_name_87,GDPPC_name_87,cer_name_87,bmi_name_87,gdpg_name_87,ii_name_87,cpi_name_87,hioef_name_87,lr_name_87,Religions_name_87,Languages_name_87,Population_name_87
id_name_88,Country_name_88,Continent_name_88,fhs_name_88,gov_name_88,Capital_name_88,pnr_name_88,Topography_name_88,Climate_name_88,le_name_88,imr_name_88,pcod_name_88,GDPPC_name_88,cer_name_88,bmi_name_88,gdpg_name_88,ii_name_88,cpi_name_88,hioef_name_88,lr_name_88,Religions_name_88,Languages_name_88,Population_name_88
id_name_89,Country_name_89,Continent_name_89,fhs_name_89,gov_name_89,Capital_name_89,pnr_name_89,Topography_name_89,Climate_name_89,le_name_89,imr_name_89,pcod_name_89,GDPPC_name_89,cer_name_89,bmi_name_89,gdpg_name_89,ii_name_89,cpi_name_89,hioef_name_89,lr_name_89,Religions_name_89,Languages_name_89,Population_name_89
id_name_90,Country_name_90,Continent_name_90,fhs_name_90,gov_name_90,Capital_name_90,pnr_name_90,Topography_name_90,Climate_name_90,le_name_90,imr_name_90,pcod_name_90,GDPPC_name_90,cer_name_90,bmi_name_90,gdpg_name_90,ii_name_90,cpi_name_90,hioef_name_90,lr_name_90,Religions_name_90,Languages_name_90,Population_name_90
id_name_91,Country_name_91,Continent_name_91,fhs_name_91,gov_name_91,Capital_name_91,pnr_name_91,Topography_name_91,Climate_name_91,le_name_91,imr_name_91,pcod_name_91,GDPPC_name_91,cer_name_91,bmi_name_91,gdpg_name_91,ii_name_91,cpi_name_91,hioef_name_91,lr_name_91,Religions_name_91,Languages_name_91,Population_name_91
id_name_92,Country_name_92,Continent_name_92,fhs_name_92,gov_name_92,Capital_name_92,pnr_name_92,Topography_name_92,Climate_name_92,le_name_92,imr_name_92,pcod_name_92,GDPPC_name_92,cer_name_92,bmi_name_92,gdpg_name_92,ii_name_92,cpi_name_92,hioef_name_92,lr_name_92,Religions_name_92,Languages_name_92,Population_name_92
id_name_93,Country_name_93,Continent_name_93,fhs_name_93,gov_name_93,Capital_name_93,pnr_name_93,Topography_name_93,Climate_name_93,le_name_93,imr_name_93,pcod_name_93,GDPPC_name_93,cer_name_93,bmi_name_93,gdpg_name_93,ii_name_93,cpi_name_93,hioef_name_93,lr_name_93,Religions_name_93,Languages_name_93,Population_name_93
id_name_94,Country_name_94,Continent_name_94,fhs_name_94,gov_name_94,Capital_name_94,pnr_name_94,Topography_name_94,Climate_name_94,le_name_94,imr_name_94,pcod_name_94,GDPPC_name_94,cer_name_94,bmi_name_94,gdpg_name_94,ii_name_94,cpi_name_94,hioef_name_94,lr_name_94,Religions_name_94,Languages_name_94,Population_name_94
id_name_95,Country_name_95,Continent_name_95,fhs_name_95,gov_name_95,Capital_name_95,pnr_name_95,Topography_name_95,Climate_name_95,le_name_95,imr_name_95,pcod_name_95,GDPPC_name_95,cer_name_95,bmi_name_95,gdpg_name_95,ii_name_95,cpi_name_95,hioef_name_95,lr_name_95,Religions_name_95,Languages_name_95,Population_name_95
id_name_96,Country_name_96,Continent_name_96,fhs_name_96,gov_name_96,Capital_name_96,pnr_name_96,Topography_name_96,Climate_name_96,le_name_96,imr_name_96,pcod_name_96,GDPPC_name_96,cer_name_96,bmi_name_96,gdpg_name_96,ii_name_96,cpi_name_96,hioef_name_96,lr_name_96,Religions_name_96,Languages_name_96,Population_name_96
id_name_97,Country_name_97,Continent_name_97,fhs_name_97,gov_name_97,Capital_name_97,pnr_name_97,Topography_name_97,Climate_name_97,le_name_97,imr_name_97,pcod_name_97,GDPPC_name_97,cer_name_97,bmi_name_97,gdpg_name_97,ii_name_97,cpi_name_97,hioef_name_97,lr_name_97,Religions_name_97,Languages_name_97,Population_name_97
id_name_98,Country_name_98,Continent_name_98,fhs_name_98,gov_name_98,Capital_name_98,pnr_name_98,Topography_name_98,Climate_name_98,le_name_98,imr_name_98,pcod_name_98,GDPPC_name_98,cer_name_98,bmi_name_98,gdpg_name_98,ii_name_98,cpi_name_98,hioef_name_98,lr_name_98,Religions_name_98,Languages_name_98,Population_name_98
id_name_99,Country_name_99,Continent_name_99,fhs_name_99,gov_name_99,Capital_name_99,pnr_name_99,Topography_name_99,Climate_name_99,le_name_99,imr_name_99,pcod_name_99,GDPPC_name_99,cer_name_99,bmi_name_99,gdpg_name_99,ii_name_99,cpi_name_99,hioef_name_99,lr_name_99,Religions_name_99,Languages_name_99,Population_name_99
id_name_100,Country_name_100,Continent_name_100,fhs_name_100,gov_name_100,Capital_name_100,pnr_name_100,Topography_name_100,Climate_name_100,le_name_100,imr_name_100,pcod_name_100,GDPPC_name_100,cer_name_100,bmi_name_100,gdpg_name_100,ii_name_100,cpi_name_100,hioef_name_100,lr_name_100,Religions_name_100,Languages_name_100,Population_name_100
id_name_101,Country_name_101,Continent_name_101,fhs_name_101,gov_name_101,Capital_name_101,pnr_name_101,Topography_name_101,Climate_name_101,le_name_101,imr_name_101,pcod_name_101,GDPPC_name_101,cer_name_101,bmi_name_101,gdpg_name_101,ii_name_101,cpi_name_101,hioef_name_101,lr_name_101,Religions_name_101,Languages_name_101,Population_name_101
id_name_102,Country_name_102,Continent_name_102,fhs_name_102,gov_name_102,Capital_name_102,pnr_name_102,Topography_name_102,Climate_name_102,le_name_102,imr_name_102,pcod_name_102,GDPPC_name_102,cer_name_102,bmi_name_102,gdpg_name_102,ii_name_102,cpi_name_102,hioef_name_102,lr_name_102,Religions_name_102,Languages_name_102,Population_name_102
id_name_103,Country_name_103,Continent_name_103,fhs_name_103,gov_name_103,Capital_name_103,pnr_name_103,Topography_name_103,Climate_name_103,le_name_103,imr_name_103,pcod_name_103,GDPPC_name_103,cer_name_103,bmi_name_103,gdpg_name_103,ii_name_103,cpi_name_103,hioef_name_103,lr_name_103,Religions_name_103,Languages_name_103,Population_name_103
id_name_104,Country_name_104,Continent_name_104,fhs_name_104,gov_name_104,Capital_name_104,pnr_name_104,Topography_name_104,Climate_name_104,le_name_104,imr_name_104,pcod_name_104,GDPPC_name_104,cer_name_104,bmi_name_104,gdpg_name_104,ii_name_104,cpi_name_104,hioef_name_104,lr_name_104,Religions_name_104,Languages_name_104,Population_name_104
id_name_105,Country_name_105,Continent_name_105,fhs_name_105,gov_name_105,Capital_name_105,pnr_name_105,Topography_name_105,Climate_name_105,le_name_105,imr_name_105,pcod_name_105,GDPPC_name_105,cer_name_105,bmi_name_105,gdpg_name_105,ii_name_105,cpi_name_105,hioef_name_105,lr_name_105,Religions_name_105,Languages_name_105,Population_name_105
id_name_106,Country_name_106,Continent_name_106,fhs_name_106,gov_name_106,Capital_name_106,pnr_name_106,Topography_name_106,Climate_name_106,le_name_106,imr_name_106,pcod_name_106,GDPPC_name_106,cer_name_106,bmi_name_106,gdpg_name_106,ii_name_106,cpi_name_106,hioef_name_106,lr_name_106,Religions_name_106,Languages_name_106,Population_name_106
id_name_107,Country_name_107,Continent_name_107,fhs_name_107,gov_name_107,Capital_name_107,pnr_name_107,Topography_name_107,Climate_name_107,le_name_107,imr_name_107,pcod_name_107,GDPPC_name_107,cer_name_107,bmi_name_107,gdpg_name_107,ii_name_107,cpi_name_107,hioef_name_107,lr_name_107,Religions_name_107,Languages_name_107,Population_name_107
id_name_108,Country_name_108,Continent_name_108,fhs_name_108,gov_name_108,Capital_name_108,pnr_name_108,Topography_name_108,Climate_name_108,le_name_108,imr_name_108,pcod_name_108,GDPPC_name_108,cer_name_108,bmi_name_108,gdpg_name_108,ii_name_108,cpi_name_108,hioef_name_108,lr_name_108,Religions_name_108,Languages_name_108,Population_name_108
id_name_109,Country_name_109,Continent_name_109,fhs_name_109,gov_name_109,Capital_name_109,pnr_name_109,Topography_name_109,Climate_name_109,le_name_109,imr_name_109,pcod_name_109,GDPPC_name_109,cer_name_109,bmi_name_109,gdpg_name_109,ii_name_109,cpi_name_109,hioef_name_109,lr_name_109,Religions_name_109,Languages_name_109,Population_name_109
id_name_110,Country_name_110,Continent_name_110,fhs_name_110,gov_name_110,Capital_name_110,pnr_name_110,Topography_name_110,Climate_name_110,le_name_110,imr_name_110,pcod_name_110,GDPPC_name_110,cer_name_110,bmi_name_110,gdpg_name_110,ii_name_110,cpi_name_110,hioef_name_110,lr_name_110,Religions_name_110,Languages_name_110,Population_name_110
id_name_111,Country_name_111,Continent_name_111,fhs_name_111,gov_name_111,Capital_name_111,pnr_name_111,Topography_name_111,Climate_name_111,le_name_111,imr_name_111,pcod_name_111,GDPPC_name_111,cer_name_111,bmi_name_111,gdpg_name_111,ii_name_111,cpi_name_111,hioef_name_111,lr_name_111,Religions_name_111,Languages_name_111,Population_name_111
id_name_112,Country_name_112,Continent_name_112,fhs_name_112,gov_name_112,Capital_name_112,pnr_name_112,Topography_name_112,Climate_name_112,le_name_112,imr_name_112,pcod_name_112,GDPPC_name_112,cer_name_112,bmi_name_112,gdpg_name_112,ii_name_112,cpi_name_112,hioef_name_112,lr_name_112,Religions_name_112,Languages_name_112,Population_name_112
id_name_113,Country_name_113,Continent_name_113,fhs_name_113,gov_name_113,Capital_name_113,pnr_name_113,Topography_name_113,Climate_name_113,le_name_113,imr_name_113,pcod_name_113,GDPPC_name_113,cer_name_113,bmi_name_113,gdpg_name_113,ii_name_113,cpi_name_113,hioef_name_113,lr_name_113,Religions_name_113,Languages_name_113,Population_name_113
id_name_114,Country_name_114,Continent_name_114,fhs_name_114,gov_name_114,Capital_name_114,pnr_name_114,Topography_name_114,Climate_name_114,le_name_114,imr_name_114,pcod_name_114,GDPPC_name_114,cer_name_114,bmi_name_114,gdpg_name_114,ii_name_114,cpi_name_114,hioef_name_114,lr_name_114,Religions_name_114,Languages_name_114,Population_name_114
id_name_115,Country_name_115,Continent_name_115,fhs_name_115,gov_name_115,Capital_name_115,pnr_name_115,Topography_name_115,Climate_name_115,le_name_115,imr_name_115,pcod_name_115,GDPPC_name_115,cer_name_115,bmi_name_115,gdpg_name_115,ii_name_115,cpi_name_115,hioef_name_115,lr_name_115,Religions_name_115,Languages_name_115,Population_name_115
id_name_116,Country_name_116,Continent_name_116,fhs_name_116,gov_name_116,Capital_name_116,pnr_name_116,Topography_name_116,Climate_name_116,le_name_116,imr_name_116,pcod_name_116,GDPPC_name_116,cer_name_116,bmi_name_116,gdpg_name_116,ii_name_116,cpi_name_116,hioef_name_116,lr_name_116,Religions_name_116,Languages_name_116,Population_name_116
id_name_117,Country_name_117,Continent_name_117,fhs_name_117,gov_name_117,Capital_name_117,pnr_name_117,Topography_name_117,Climate_name_117,le_name_117,imr_name_117,pcod_name_117,GDPPC_name_117,cer_name_117,bmi_name_117,gdpg_name_117,ii_name_117,cpi_name_117,hioef_name_117,lr_name_117,Religions_name_117,Languages_name_117,Population_name_117
id_name_118,Country_name_118,Continent_name_118,fhs_name_118,gov_name_118,Capital_name_118,pnr_name_118,Topography_name_118,Climate_name_118,le_name_118,imr_name_118,pcod_name_118,GDPPC_name_118,cer_name_118,bmi_name_118,gdpg_name_118,ii_name_118,cpi_name_118,hioef_name_118,lr_name_118,Religions_name_118,Languages_name_118,Population_name_118
id_name_119,Country_name_119,Continent_name_119,fhs_name_119,gov_name_119,Capital_name_119,pnr_name_119,Topography_name_119,Climate_name_119,le_name_119,imr_name_119,pcod_name_119,GDPPC_name_119,cer_name_119,bmi_name_119,gdpg_name_119,ii_name_119,cpi_name_119,hioef_name_119,lr_name_119,Religions_name_119,Languages_name_119,Population_name_119
id_name_120,Country_name_120,Continent_name_120,fhs_name_120,gov_name_120,Capital_name_120,pnr_name_120,Topography_name_120,Climate_name_120,le_name_120,imr_name_120,pcod_name_120,GDPPC_name_120,cer_name_120,bmi_name_120,gdpg_name_120,ii_name_120,cpi_name_120,hioef_name_120,lr_name_120,Religions_name_120,Languages_name_120,Population_name_120
id_name_121,Country_name_121,Continent_name_121,fhs_name_121,gov_name_121,Capital_name_121,pnr_name_121,Topography_name_121,Climate_name_121,le_name_121,imr_name_121,pcod_name_121,GDPPC_name_121,cer_name_121,bmi_name_121,gdpg_name_121,ii_name_121,cpi_name_121,hioef_name_121,lr_name_121,Religions_name_121,Languages_name_121,Population_name_121
id_name_122,Country_name_122,Continent_name_122,fhs_name_122,gov_name_122,Capital_name_122,pnr_name_122,Topography_name_122,Climate_name_122,le_name_122,imr_name_122,pcod_name_122,GDPPC_name_122,cer_name_122,bmi_name_122,gdpg_name_122,ii_name_122,cpi_name_122,hioef_name_122,lr_name_122,Religions_name_122,Languages_name_122,Population_name_122
id_name_123,Country_name_123,Continent_name_123,fhs_name_123,gov_name_123,Capital_name_123,pnr_name_123,Topography_name_123,Climate_name_123,le_name_123,imr_name_123,pcod_name_123,GDPPC_name_123,cer_name_123,bmi_name_123,gdpg_name_123,ii_name_123,cpi_name_123,hioef_name_123,lr_name_123,Religions_name_123,Languages_name_123,Population_name_123
id_name_124,Country_name_124,Continent_name_124,fhs_name_124,gov_name_124,Capital_name_124,pnr_name_124,Topography_name_124,Climate_name_124,le_name_124,imr_name_124,pcod_name_124,GDPPC_name_124,cer_name_124,bmi_name_124,gdpg_name_124,ii_name_124,cpi_name_124,hioef_name_124,lr_name_124,Religions_name_124,Languages_name_124,Population_name_124
id_name_125,Country_name_125,Continent_name_125,fhs_name_125,gov_name_125,Capital_name_125,pnr_name_125,Topography_name_125,Climate_name_125,le_name_125,imr_name_125,pcod_name_125,GDPPC_name_125,cer_name_125,bmi_name_125,gdpg_name_125,ii_name_125,cpi_name_125,hioef_name_125,lr_name_125,Religions_name_125,Languages_name_125,Population_name_125
id_name_126,Country_name_126,Continent_name_126,fhs_name_126,gov_name_126,Capital_name_126,pnr_name_126,Topography_name_126,Climate_name_126,le_name_126,imr_name_126,pcod_name_126,GDPPC_name_126,cer_name_126,bmi_name_126,gdpg_name_126,ii_name_126,cpi_name_126,hioef_name_126,lr_name_126,Religions_name_126,Languages_name_126,Population_name_126
